Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRD27,18.75,Low Fat,Dairy,97.4042,OUT049,1999,Tier 1,Supermarket Type1,0.1182349713698503
FDK33,17.85,Low Fat,Snack Foods,213.756,OUT018,2009,Tier 3,Supermarket Type2,0.8490539270940388
DRL23,18.35,Low Fat,Hard Drinks,107.5938,OUT049,1999,Tier 1,Supermarket Type1,-0.1796179993623943
FDW32,18.35,Regular,Fruits and Vegetables,87.1882,OUT045,2002,Tier 2,Supermarket Type1,-1.0269881175470263
NCL05,19.6,Low Fat,Health and Hygiene,44.677,OUT046,1997,Tier 1,Supermarket Type1,-1.2488669971939448
DRB01,12.8,Low Fat,Soft Drinks,190.053,OUT027,1985,Tier 3,Supermarket Type3,-0.9920227688088932
NCL06,14.65,Low Fat,Household,260.9594,OUT045,2002,Tier 2,Supermarket Type1,0.5050121623496925
FDH10,21.0,Low Fat,Snack Foods,195.3478,OUT018,2009,Tier 3,Supermarket Type2,-0.6074039326894297
NCO14,9.6,Low Fat,Household,45.2086,OUT017,2007,Tier 2,Supermarket Type1,-0.9272721229975358
FDV03,17.6,Low Fat,Meat,154.4314,OUT049,1999,Tier 1,Supermarket Type1,0.1475885974709989
FDW52,14.0,Regular,Frozen Foods,166.4526,OUT017,2007,Tier 2,Supermarket Type1,1.730957723044728
NCZ30,6.59,Low Fat,Household,119.1098,OUT017,2007,Tier 2,Supermarket Type1,-0.7360418823679933
FDY35,17.6,Regular,Breads,47.8402,OUT010,1998,Tier 3,Grocery Store,-1.301530855787182
FDN31,11.5,Low Fat,Fruits and Vegetables,191.353,OUT046,1997,Tier 1,Supermarket Type1,0.1152132745653202
FDX31,20.35,Regular,Fruits and Vegetables,234.0958,OUT035,2004,Tier 2,Supermarket Type1,0.3055801732507113
NCJ05,18.7,Low Fat,Health and Hygiene,152.3682,OUT049,1999,Tier 1,Supermarket Type1,-0.2737222712749005
FDN56,5.46,Regular,Fruits and Vegetables,143.8786,OUT017,2007,Tier 2,Supermarket Type1,1.4490765782792852
FDZ04,9.31,Low Fat,Frozen Foods,62.351,OUT049,1999,Tier 1,Supermarket Type1,-0.8279877994201209
FDJ44,12.3,Regular,Fruits and Vegetables,174.9396,OUT035,2004,Tier 2,Supermarket Type1,-0.3432212977790909
FDI08,18.2,Regular,Fruits and Vegetables,248.1092,OUT017,2007,Tier 2,Supermarket Type1,1.383462590523776
FDB59,18.25,Low Fat,Snack Foods,200.0084,OUT018,2009,Tier 3,Supermarket Type2,-0.0747219531479951
FDY15,18.25,Regular,Dairy,156.463,OUT045,2002,Tier 2,Supermarket Type1,-0.7524453793068705
NCZ18,12.8,Low Fat,Household,252.7698,OUT019,1985,Tier 1,Grocery Store,-0.8677015288510869
DRO47,10.195,Low Fat,Hard Drinks,114.486,OUT017,2007,Tier 2,Supermarket Type1,0.2533479856295496
FDW21,5.34,Regular,Snack Foods,102.4358,OUT035,2004,Tier 2,Supermarket Type1,-0.0574551142649665
FDZ14,12.8,Regular,Dairy,123.1756,OUT027,1985,Tier 3,Supermarket Type3,1.2315144083531238
FDM09,11.15,Regular,Snack Foods,167.879,OUT045,2002,Tier 2,Supermarket Type1,0.510192214014601
FDK43,9.8,Low Fat,Meat,126.302,OUT049,1999,Tier 1,Supermarket Type1,0.6073181827316372
FDE45,12.1,Low Fat,Fruits and Vegetables,178.5002,OUT018,2009,Tier 3,Supermarket Type2,2.238602786205771
FDR35,12.8,Low Fat,Breads,200.0742,OUT027,1985,Tier 3,Supermarket Type3,4.447031479345138
FDT58,12.8,Low Fat,Snack Foods,169.2816,OUT027,1985,Tier 3,Supermarket Type3,0.923301334291062
FDS57,15.5,Low Fat,Snack Foods,141.547,OUT017,2007,Tier 2,Supermarket Type1,0.5878929889882301
FDF10,15.5,Regular,Snack Foods,147.2418,OUT018,2009,Tier 3,Supermarket Type2,-0.5025078864750304
FDP03,5.15,Regular,Meat,122.1388,OUT010,1998,Tier 3,Grocery Store,-1.039938246709298
FDT04,17.25,Low Fat,Frozen Foods,37.5822,OUT010,1998,Tier 3,Grocery Store,-1.2337585131712947
NCW53,18.35,Low Fat,Health and Hygiene,191.3162,OUT013,1987,Tier 3,Supermarket Type1,-0.4878310734244561
FDA39,6.32,Low Fat,Meat,38.5822,OUT010,1998,Tier 3,Grocery Store,-1.3101642752286966
NCH29,5.51,Low Fat,Health and Hygiene,96.7726,OUT035,2004,Tier 2,Supermarket Type1,0.3522006382348887
FDU02,13.35,Low Fat,Dairy,228.8352,OUT045,2002,Tier 2,Supermarket Type1,2.0542792811294395
FDN13,12.8,Low Fat,Breakfast,98.5358,OUT019,1985,Tier 1,Grocery Store,-1.1003721827998982
FDX56,12.8,Regular,Fruits and Vegetables,206.8638,OUT019,1985,Tier 1,Grocery Store,-1.2268517776180832
FDT11,12.8,Regular,Breads,189.4556,OUT027,1985,Tier 3,Supermarket Type3,0.9517916184480594
NCC18,12.8,Low Fat,Household,173.2422,OUT027,1985,Tier 3,Supermarket Type3,-0.0194680687223034
FDA32,14.0,Low Fat,Fruits and Vegetables,214.7192,OUT010,1998,Tier 3,Grocery Store,-0.8016558701235021
FDU39,18.85,Low Fat,Meat,58.5562,OUT018,2009,Tier 3,Supermarket Type2,-0.8616581352420268
FDV27,12.8,Regular,Meat,89.3514,OUT019,1985,Tier 1,Grocery Store,-1.2462769713614903
NCW53,18.35,Low Fat,Health and Hygiene,190.6162,OUT045,2002,Tier 2,Supermarket Type1,0.7596980358743655
NCZ42,10.5,Low Fat,Household,237.0248,OUT013,1987,Tier 3,Supermarket Type1,2.1734204694223376
FDO46,9.6,Regular,Snack Foods,191.0872,OUT017,2007,Tier 2,Supermarket Type1,1.458573339664951
FDQ57,12.8,Low Fat,Snack Foods,147.476,OUT027,1985,Tier 3,Supermarket Type3,0.8231536687694956
FDZ36,6.035,Regular,Baking Goods,187.724,OUT018,2009,Tier 3,Supermarket Type2,-0.0315548559404233
FDK38,6.65,Low Fat,Canned,150.0734,OUT018,2009,Tier 3,Supermarket Type2,0.9492015926156052
FDU51,12.8,Regular,Meat,178.7028,OUT027,1985,Tier 3,Supermarket Type3,1.624334992942026
FDS14,7.285,Low Fat,Dairy,156.9288,OUT013,1987,Tier 3,Supermarket Type1,-0.3423579558349395
FDQ40,11.1,Regular,Frozen Foods,175.4712,OUT049,1999,Tier 1,Supermarket Type1,0.5762378727421857
FDE20,11.35,Regular,Fruits and Vegetables,167.879,OUT049,1999,Tier 1,Supermarket Type1,1.2807248991697555
FDH58,12.3,Low Fat,Snack Foods,113.1834,OUT046,1997,Tier 1,Supermarket Type1,0.6552336606320418
NCK53,11.6,Low Fat,Health and Hygiene,99.3042,OUT017,2007,Tier 2,Supermarket Type1,0.1182349713698503
FDJ44,12.3,Regular,Fruits and Vegetables,173.7396,OUT017,2007,Tier 2,Supermarket Type1,1.0139522384269626
FDN22,18.85,Regular,Snack Foods,252.4724,OUT045,2002,Tier 2,Supermarket Type1,0.760129706846441
FDH56,9.8,Regular,Fruits and Vegetables,116.7492,OUT018,2009,Tier 3,Supermarket Type2,-0.3095509619571851
FDK48,7.445,Low Fat,Baking Goods,74.7354,OUT045,2002,Tier 2,Supermarket Type1,-0.6294191522652912
FDQ40,11.1,Regular,Frozen Foods,177.2712,OUT035,2004,Tier 2,Supermarket Type1,0.0064321896022394
FDH10,21.0,Low Fat,Snack Foods,194.4478,OUT035,2004,Tier 2,Supermarket Type1,-0.7330201855634632
FDM21,20.2,Low Fat,Snack Foods,259.2646,OUT045,2002,Tier 2,Supermarket Type1,0.6435785443859975
FDX12,18.2,Regular,Baking Goods,239.2196,OUT045,2002,Tier 2,Supermarket Type1,0.6703421446546921
FDM51,11.8,Regular,Meat,102.4674,OUT013,1987,Tier 3,Supermarket Type1,-0.0401882753819378
FDG09,20.6,Regular,Fruits and Vegetables,188.9556,OUT010,1998,Tier 3,Grocery Store,-0.9959078075575748
DRD37,9.8,Low Fat,Soft Drinks,45.306,OUT013,1987,Tier 3,Supermarket Type1,-0.5150263446652262
FDN21,18.6,Low Fat,Snack Foods,161.0236,OUT046,1997,Tier 1,Supermarket Type1,-1.0477083242066607
NCQ06,13.0,Low Fat,Household,256.7014,OUT046,1997,Tier 1,Supermarket Type1,0.4575283554213638
FDV52,20.7,Regular,Frozen Foods,118.0466,OUT046,1997,Tier 1,Supermarket Type1,-0.6734495914170142
FDC10,9.8,Regular,Snack Foods,120.8098,OUT017,2007,Tier 2,Supermarket Type1,-0.501644544530879
FDX51,9.5,Regular,Meat,195.4452,OUT035,2004,Tier 2,Supermarket Type1,1.557857663242366
NCD54,21.1,Low Fat,Household,144.6786,OUT049,1999,Tier 1,Supermarket Type1,0.5123505688749798
NCK18,12.8,Low Fat,Household,164.1184,OUT027,1985,Tier 3,Supermarket Type3,1.1011497747862573
FDZ01,8.975,Regular,Canned,104.099,OUT035,2004,Tier 2,Supermarket Type1,0.2447145661880351
FDT48,4.92,Low Fat,Baking Goods,199.1084,OUT046,1997,Tier 1,Supermarket Type1,0.0539159965305685
FDB40,17.5,Regular,Dairy,145.8102,OUT049,1999,Tier 1,Supermarket Type1,-0.1321341924340654
NCC07,12.8,Low Fat,Household,103.3964,OUT027,1985,Tier 3,Supermarket Type3,0.6168149441173031
FDT52,9.695,Regular,Frozen Foods,244.6144,OUT049,1999,Tier 1,Supermarket Type1,0.7040124804765978
FDK09,12.8,Low Fat,Snack Foods,227.5352,OUT019,1985,Tier 1,Grocery Store,-0.7671221923574447
NCQ30,7.725,Low Fat,Household,123.7414,OUT010,1998,Tier 3,Grocery Store,-1.282105662043775
FDZ60,12.8,Low Fat,Baking Goods,106.0596,OUT019,1985,Tier 1,Grocery Store,-1.2212400549810989
NCK18,9.6,Low Fat,Household,164.9184,OUT013,1987,Tier 3,Supermarket Type1,0.5658777694123684
FDV11,9.1,Regular,Breads,173.4054,OUT010,1998,Tier 3,Grocery Store,-0.7934541216540635
FDR25,17.0,Regular,Canned,265.6884,OUT017,2007,Tier 2,Supermarket Type1,0.3569490189277216
FDB26,14.0,Regular,Canned,52.364,OUT045,2002,Tier 2,Supermarket Type1,-0.8776299612088284
DRD01,12.1,Regular,Soft Drinks,55.8614,OUT017,2007,Tier 2,Supermarket Type1,-0.4295554921942343
FDG32,19.85,Low Fat,Fruits and Vegetables,221.5772,OUT017,2007,Tier 2,Supermarket Type1,0.9457482248389992
FDY49,17.2,Regular,Canned,163.1184,OUT035,2004,Tier 2,Supermarket Type1,0.4588233683375907
FDD26,8.71,Regular,Canned,183.3924,OUT035,2004,Tier 2,Supermarket Type1,0.4389665036221077
FDC22,6.89,Regular,Snack Foods,192.682,OUT018,2009,Tier 3,Supermarket Type2,0.391482696693779
DRD27,18.75,Low Fat,Dairy,97.9042,OUT045,2002,Tier 2,Supermarket Type1,-0.2676788776658406
FDA44,12.8,Low Fat,Fruits and Vegetables,57.793,OUT027,1985,Tier 3,Supermarket Type3,-0.2236484385141174
FDW01,14.5,Low Fat,Canned,154.4682,OUT013,1987,Tier 3,Supermarket Type1,-0.3725749238802397
FDV32,12.8,Low Fat,Fruits and Vegetables,64.151,OUT019,1985,Tier 1,Grocery Store,-1.1560577381976656
FDK32,12.8,Regular,Fruits and Vegetables,152.8682,OUT027,1985,Tier 3,Supermarket Type3,1.9010360860425608
NCA05,20.75,Low Fat,Health and Hygiene,149.4734,OUT013,1987,Tier 3,Supermarket Type1,0.5641510855240656
FDR10,17.6,Low Fat,Snack Foods,161.5552,OUT013,1987,Tier 3,Supermarket Type1,-0.2024965608824073
FDL22,16.85,Low Fat,Snack Foods,91.0488,OUT035,2004,Tier 2,Supermarket Type1,-0.6566144235060613
FDD10,20.6,Regular,Snack Foods,178.1344,OUT035,2004,Tier 2,Supermarket Type1,0.9526549603922108
FDW25,5.175,Low Fat,Canned,86.9224,OUT013,1987,Tier 3,Supermarket Type1,-1.1953397966565558
FDR47,17.85,Low Fat,Breads,196.9794,OUT049,1999,Tier 1,Supermarket Type1,-0.349264691388151
DRF27,8.93,Low Fat,Dairy,152.234,OUT049,1999,Tier 1,Supermarket Type1,1.915281228121059
FDQ48,12.8,Regular,Baking Goods,97.2726,OUT027,1985,Tier 3,Supermarket Type3,-0.0919887920310238
FDS37,7.655,Low Fat,Canned,114.1492,OUT035,2004,Tier 2,Supermarket Type1,-0.609993958521884
NCI18,18.35,Low Fat,Household,224.5746,OUT046,1997,Tier 1,Supermarket Type1,0.3845759611405674
NCJ42,12.8,Low Fat,Household,100.9332,OUT027,1985,Tier 3,Supermarket Type3,-0.2309868450394046
FDY48,14.0,Low Fat,Baking Goods,104.3332,OUT035,2004,Tier 2,Supermarket Type1,-0.4304188341383858
FDB39,11.6,Low Fat,Dairy,56.1272,OUT049,1999,Tier 1,Supermarket Type1,-0.9259771100813086
DRI37,15.85,Low Fat,Soft Drinks,57.3904,OUT018,2009,Tier 3,Supermarket Type2,-0.905256903421674
FDB58,10.5,Regular,Snack Foods,143.2154,OUT017,2007,Tier 2,Supermarket Type1,-0.3496963623602268
FDV12,16.7,Regular,Baking Goods,98.7384,OUT013,1987,Tier 3,Supermarket Type1,-0.2111299803239216
NCU06,17.6,Low Fat,Household,230.901,OUT013,1987,Tier 3,Supermarket Type1,1.4685017720226925
FDU34,18.25,Low Fat,Snack Foods,123.1046,OUT018,2009,Tier 3,Supermarket Type2,-1.199656506377313
FDP31,21.1,Regular,Fruits and Vegetables,62.2168,OUT018,2009,Tier 3,Supermarket Type2,-1.1124589700180183
FDV11,9.1,Regular,Breads,177.0054,OUT035,2004,Tier 2,Supermarket Type1,0.0012521379373309
NCY06,15.25,Low Fat,Household,130.9968,OUT018,2009,Tier 3,Supermarket Type2,0.1618337395494976
NCV41,14.35,Low Fat,Health and Hygiene,109.5228,OUT045,2002,Tier 2,Supermarket Type1,-0.2862407294650963
FDQ52,12.8,Low Fat,Frozen Foods,248.8434,OUT027,1985,Tier 3,Supermarket Type3,2.986256909840913
FDM38,5.885,Regular,Canned,53.6982,OUT013,1987,Tier 3,Supermarket Type1,-0.3721432529081639
FDA14,16.1,Low Fat,Dairy,148.076,OUT046,1997,Tier 1,Supermarket Type1,-0.4114253113670542
FDB23,12.8,Regular,Starchy Foods,224.0062,OUT027,1985,Tier 3,Supermarket Type3,1.126618362138725
DRH49,19.7,Low Fat,Soft Drinks,84.1592,OUT013,1987,Tier 3,Supermarket Type1,-0.6652478429475757
FDI40,11.5,Regular,Frozen Foods,100.6358,OUT017,2007,Tier 2,Supermarket Type1,-0.0574551142649665
FDR37,16.5,Regular,Breakfast,180.4292,OUT045,2002,Tier 2,Supermarket Type1,0.0582327062513256
FDS16,15.15,Regular,Frozen Foods,147.876,OUT049,1999,Tier 1,Supermarket Type1,1.5828945796227574
FDT15,12.15,Regular,Meat,184.295,OUT046,1997,Tier 1,Supermarket Type1,-0.0552967594045878
FDL32,15.7,Regular,Fruits and Vegetables,112.4544,OUT013,1987,Tier 3,Supermarket Type1,-0.5633734935377065
FDB39,11.6,Low Fat,Dairy,55.8272,OUT017,2007,Tier 2,Supermarket Type1,-0.4183320469202657
FDX40,12.85,Low Fat,Frozen Foods,37.6164,OUT013,1987,Tier 3,Supermarket Type1,-1.1608061188904986
DRD13,15.0,Low Fat,Soft Drinks,65.6168,OUT045,2002,Tier 2,Supermarket Type1,-0.9466973167409428
FDZ43,11.0,Regular,Fruits and Vegetables,241.9512,OUT013,1987,Tier 3,Supermarket Type1,0.5244373560930996
DRM59,5.88,Low Fat,Hard Drinks,155.5998,OUT013,1987,Tier 3,Supermarket Type1,-0.2642255098892347
NCZ18,7.825,Low Fat,Household,253.4698,OUT017,2007,Tier 2,Supermarket Type1,3.079497839809268
FDH52,12.8,Regular,Frozen Foods,60.2194,OUT027,1985,Tier 3,Supermarket Type3,-0.2370302386484647
FDM25,10.695,Regular,Breakfast,173.7712,OUT010,1998,Tier 3,Grocery Store,-1.247140313305642
NCP05,12.8,Low Fat,Health and Hygiene,152.6024,OUT027,1985,Tier 3,Supermarket Type3,2.5757378153969053
FDY38,13.6,Regular,Dairy,231.23,OUT013,1987,Tier 3,Supermarket Type1,0.1497469523313777
FDO37,8.06,Low Fat,Breakfast,230.3326,OUT017,2007,Tier 2,Supermarket Type1,-0.4623624860719887
FDV49,12.8,Low Fat,Canned,262.6226,OUT027,1985,Tier 3,Supermarket Type3,3.265979699745977
NCP02,7.105,Low Fat,Household,61.0562,OUT010,1998,Tier 3,Grocery Store,-1.1690078673599371
NCJ19,18.6,Low Fat,Others,58.3588,OUT045,2002,Tier 2,Supermarket Type1,-0.3587614527738168
FDW44,9.5,Regular,Fruits and Vegetables,171.8448,OUT046,1997,Tier 1,Supermarket Type1,0.2965150828371213
FDU56,16.85,Low Fat,Fruits and Vegetables,182.4266,OUT046,1997,Tier 1,Supermarket Type1,-0.045799998018922
FDZ58,17.85,Low Fat,Snack Foods,123.7072,OUT017,2007,Tier 2,Supermarket Type1,0.2274477273050064
FDZ15,13.1,Low Fat,Dairy,117.4782,OUT013,1987,Tier 3,Supermarket Type1,-0.1247957859087782
NCI06,11.3,Low Fat,Household,180.766,OUT049,1999,Tier 1,Supermarket Type1,1.902331098958788
FDD36,13.3,Low Fat,Baking Goods,120.4124,OUT018,2009,Tier 3,Supermarket Type2,-0.2085399544914674
FDD56,15.2,Regular,Fruits and Vegetables,177.0054,OUT045,2002,Tier 2,Supermarket Type1,1.0230173288405526
FDX27,20.7,Regular,Dairy,94.3436,OUT018,2009,Tier 3,Supermarket Type2,-0.7481286695861132
FDG50,7.405,Low Fat,Canned,89.7146,OUT010,1998,Tier 3,Grocery Store,-1.2428236035848848
FDU36,6.15,Low Fat,Baking Goods,100.5384,OUT018,2009,Tier 3,Supermarket Type2,-0.2750172841911277
FDJ15,11.35,Regular,Dairy,182.5608,OUT046,1997,Tier 1,Supermarket Type1,0.7834399393385297
FDG32,19.85,Low Fat,Fruits and Vegetables,223.0772,OUT035,2004,Tier 2,Supermarket Type1,-0.2076766125473159
FDV15,12.8,Low Fat,Meat,103.3648,OUT019,1985,Tier 1,Grocery Store,-1.1590794350021958
FDS28,8.18,Regular,Frozen Foods,58.1588,OUT013,1987,Tier 3,Supermarket Type1,-1.1383592283425612
FDU23,12.15,Low Fat,Breads,165.0184,OUT049,1999,Tier 1,Supermarket Type1,0.779986571561924
DRI03,6.03,Low Fat,Dairy,176.4028,OUT035,2004,Tier 2,Supermarket Type1,1.3946860357977446
FDH28,15.85,Regular,Frozen Foods,36.9506,OUT017,2007,Tier 2,Supermarket Type1,-0.868996541767314
FDP16,18.6,Low Fat,Frozen Foods,245.7802,OUT010,1998,Tier 3,Grocery Store,-1.2018148612376915
NCQ29,12.0,Low Fat,Health and Hygiene,262.3278,OUT017,2007,Tier 2,Supermarket Type1,-0.3484013494439996
NCH30,17.1,Low Fat,Household,114.686,OUT018,2009,Tier 3,Supermarket Type2,-0.4804926668991689
FDU31,10.5,Regular,Fruits and Vegetables,217.9508,OUT046,1997,Tier 1,Supermarket Type1,0.4683201297232566
FDF04,17.5,Low Fat,Frozen Foods,256.3304,OUT049,1999,Tier 1,Supermarket Type1,2.658618642035443
FDZ20,16.1,Low Fat,Fruits and Vegetables,255.2356,OUT013,1987,Tier 3,Supermarket Type1,3.091152956055312
NCK05,20.1,Low Fat,Health and Hygiene,61.3536,OUT010,1998,Tier 3,Grocery Store,-1.2419602616407333
FDV23,12.8,Low Fat,Breads,125.6046,OUT019,1985,Tier 1,Grocery Store,-0.957489091042836
FDA07,7.55,Regular,Fruits and Vegetables,122.6072,OUT010,1998,Tier 3,Grocery Store,-1.2816739910716992
FDL03,19.25,Regular,Meat,194.811,OUT013,1987,Tier 3,Supermarket Type1,0.421699664739079
FDX04,19.6,Regular,Frozen Foods,49.2376,OUT018,2009,Tier 3,Supermarket Type2,-0.7394952501445989
FDV19,14.85,Regular,Fruits and Vegetables,161.9578,OUT018,2009,Tier 3,Supermarket Type2,-0.4248071115014014
FDP22,14.65,Regular,Snack Foods,52.2666,OUT018,2009,Tier 3,Supermarket Type2,-0.9622374717356688
FDT34,9.3,Low Fat,Snack Foods,107.0964,OUT017,2007,Tier 2,Supermarket Type1,-0.4062452597021455
FDZ26,12.8,Regular,Dairy,237.5222,OUT027,1985,Tier 3,Supermarket Type3,3.287994919321838
NCM43,14.5,Low Fat,Others,163.921,OUT049,1999,Tier 1,Supermarket Type1,0.225289372444628
DRK35,8.365,Low Fat,Hard Drinks,37.9506,OUT046,1997,Tier 1,Supermarket Type1,-0.9920227688088932
FDO20,12.85,Regular,Fruits and Vegetables,252.3382,OUT046,1997,Tier 1,Supermarket Type1,1.7473612199836053
FDO22,13.5,Regular,Snack Foods,79.496,OUT049,1999,Tier 1,Supermarket Type1,-0.4286921502500829
FDM46,7.365,Low Fat,Snack Foods,94.712,OUT046,1997,Tier 1,Supermarket Type1,-0.5150263446652262
FDO01,21.1,Regular,Breakfast,130.4994,OUT046,1997,Tier 1,Supermarket Type1,0.0552110094467954
NCX05,12.8,Low Fat,Health and Hygiene,117.4492,OUT027,1985,Tier 3,Supermarket Type3,-0.3095509619571851
FDI46,9.5,Low Fat,Snack Foods,253.6724,OUT049,1999,Tier 1,Supermarket Type1,1.902331098958788
FDD11,12.85,Low Fat,Starchy Foods,254.904,OUT017,2007,Tier 2,Supermarket Type1,0.6073181827316372
FDA32,14.0,Low Fat,Fruits and Vegetables,216.6192,OUT018,2009,Tier 3,Supermarket Type2,0.5969580794018201
FDW32,18.35,Regular,Fruits and Vegetables,86.3882,OUT035,2004,Tier 2,Supermarket Type1,-0.3587614527738168
FDX22,12.8,Regular,Snack Foods,210.9928,OUT019,1985,Tier 1,Grocery Store,-1.2246934227577049
FDQ47,7.155,Regular,Breads,33.6874,OUT045,2002,Tier 2,Supermarket Type1,-0.6976231658532543
FDT07,5.82,Regular,Fruits and Vegetables,257.633,OUT035,2004,Tier 2,Supermarket Type1,1.630378386551086
NCQ43,17.75,Low Fat,Others,108.6912,OUT018,2009,Tier 3,Supermarket Type2,-0.5823670163090381
FDW07,18.0,Regular,Fruits and Vegetables,88.2514,OUT013,1987,Tier 3,Supermarket Type1,-0.3850933820704355
FDE35,7.06,Regular,Starchy Foods,57.6904,OUT049,1999,Tier 1,Supermarket Type1,-0.9812309945070004
FDC04,15.6,Low Fat,Dairy,241.3854,OUT045,2002,Tier 2,Supermarket Type1,0.5192573044281911
NCW53,12.8,Low Fat,Health and Hygiene,192.5162,OUT027,1985,Tier 3,Supermarket Type3,0.6349451249444833
NCG07,12.3,Low Fat,Household,191.053,OUT035,2004,Tier 2,Supermarket Type1,0.853370636814796
FDQ03,15.0,Regular,Meat,238.0248,OUT035,2004,Tier 2,Supermarket Type1,-0.1317025214619897
FDV46,18.2,Low Fat,Snack Foods,141.218,OUT013,1987,Tier 3,Supermarket Type1,0.5425675369202797
NCM26,20.5,Low Fat,Others,154.034,OUT049,1999,Tier 1,Supermarket Type1,0.2274477273050064
DRA59,8.27,Regular,Soft Drinks,183.6924,OUT049,1999,Tier 1,Supermarket Type1,-0.5210697382742863
FDW13,12.8,Low Fat,Canned,52.7324,OUT027,1985,Tier 3,Supermarket Type3,0.2550746695178525
DRF27,8.93,Low Fat,Dairy,154.534,OUT046,1997,Tier 1,Supermarket Type1,0.3267320508824213
FDT12,6.215,Regular,Baking Goods,225.8062,OUT017,2007,Tier 2,Supermarket Type1,0.6876089835377208
FDD40,20.25,Regular,Dairy,190.7162,OUT045,2002,Tier 2,Supermarket Type1,-0.6125839843543383
FDN25,7.895,Regular,Breakfast,57.7588,OUT018,2009,Tier 3,Supermarket Type2,-0.6186273779633983
FDE33,19.35,Regular,Fruits and Vegetables,77.0644,OUT013,1987,Tier 3,Supermarket Type1,0.1160766165094717
NCL29,9.695,Low Fat,Health and Hygiene,160.2604,OUT046,1997,Tier 1,Supermarket Type1,-0.1282491536853841
NCO30,12.8,Low Fat,Household,185.0608,OUT019,1985,Tier 1,Grocery Store,-1.0036778850549375
FDB16,8.21,Low Fat,Dairy,87.6198,OUT045,2002,Tier 2,Supermarket Type1,-0.6259657844886853
FDF16,7.3,Low Fat,Frozen Foods,146.8076,OUT045,2002,Tier 2,Supermarket Type1,-0.498622847726349
FDL02,20.0,Regular,Canned,107.4622,OUT046,1997,Tier 1,Supermarket Type1,1.0411475096677327
FDO13,7.865,Low Fat,Breakfast,165.3526,OUT049,1999,Tier 1,Supermarket Type1,-0.6147423392147168
DRG27,12.8,Low Fat,Dairy,42.2138,OUT019,1985,Tier 1,Grocery Store,-1.3347695206370125
FDX31,20.35,Regular,Fruits and Vegetables,234.0958,OUT010,1998,Tier 3,Grocery Store,-1.058068427536478
FDX11,16.0,Regular,Baking Goods,183.5634,OUT049,1999,Tier 1,Supermarket Type1,1.7028991098598063
NCW41,18.0,Low Fat,Health and Hygiene,158.0604,OUT049,1999,Tier 1,Supermarket Type1,0.7963900685008013
FDI52,18.7,Low Fat,Frozen Foods,121.7072,OUT018,2009,Tier 3,Supermarket Type2,-0.4873994024523804
FDN08,12.8,Regular,Fruits and Vegetables,115.9466,OUT027,1985,Tier 3,Supermarket Type3,1.3131002220754344
DRD15,10.6,Low Fat,Dairy,232.8642,OUT046,1997,Tier 1,Supermarket Type1,0.8986960888827463
DRF01,5.655,Low Fat,Soft Drinks,144.0102,OUT017,2007,Tier 2,Supermarket Type1,-0.2266701353186473
DRH15,12.8,Low Fat,Dairy,43.9428,OUT019,1985,Tier 1,Grocery Store,-1.2756305974626392
FDX59,10.195,Low Fat,Breads,35.3558,OUT018,2009,Tier 3,Supermarket Type2,-1.2069949129026003
FDO37,8.06,Low Fat,Breakfast,230.2326,OUT010,1998,Tier 3,Grocery Store,-0.91173196800281
FDY56,16.35,Regular,Fruits and Vegetables,227.1062,OUT010,1998,Tier 3,Grocery Store,-1.214764990399963
FDR31,6.46,Regular,Fruits and Vegetables,146.9102,OUT046,1997,Tier 1,Supermarket Type1,-0.1321341924340654
NCH54,13.5,Low Fat,Household,157.792,OUT035,2004,Tier 2,Supermarket Type1,1.2289243825206695
NCW06,16.2,Low Fat,Household,190.8162,OUT045,2002,Tier 2,Supermarket Type1,0.3854393030847188
NCC18,19.1,Low Fat,Household,173.1422,OUT018,2009,Tier 3,Supermarket Type2,0.5395458401157499
DRJ23,12.8,Low Fat,Hard Drinks,188.1872,OUT027,1985,Tier 3,Supermarket Type3,0.7230060032479293
FDO16,5.48,Low Fat,Frozen Foods,83.025,OUT049,1999,Tier 1,Supermarket Type1,-0.443800634272733
FDB08,6.055,Low Fat,Fruits and Vegetables,158.7578,OUT049,1999,Tier 1,Supermarket Type1,-0.0086762944204105
NCZ53,9.6,Low Fat,Health and Hygiene,186.6214,OUT013,1987,Tier 3,Supermarket Type1,0.7156675967226421
DRJ01,6.135,Low Fat,Soft Drinks,160.2236,OUT010,1998,Tier 3,Grocery Store,-1.1521726994489845
DRE48,8.43,Low Fat,Soft Drinks,197.9768,OUT046,1997,Tier 1,Supermarket Type1,-0.594453803527158
DRA59,8.27,Regular,Soft Drinks,185.9924,OUT013,1987,Tier 3,Supermarket Type1,-1.0010878592224832
FDS27,10.195,Regular,Meat,197.111,OUT049,1999,Tier 1,Supermarket Type1,-0.8517297028842853
NCW29,14.0,Low Fat,Health and Hygiene,129.531,OUT018,2009,Tier 3,Supermarket Type2,-0.0142880170573949
DRN35,8.01,Low Fat,Hard Drinks,36.8532,OUT049,1999,Tier 1,Supermarket Type1,-0.8715865675997683
FDB09,16.25,Low Fat,Fruits and Vegetables,125.8046,OUT046,1997,Tier 1,Supermarket Type1,-0.8767666192646769
